SampleID;x1;x2;y;RandomEffect ; 
NW_138903_16.07.2009;7;0.917527302;6.429;17;
NW_515700_24.09.2007;6;0.832620504;6.667;15g;
NW_304487_08.09.2006;5.2;0.959002419;6.667;14;
NW_801707_04.07.2012;7;0.737044563;6.667;14;
NW_801616_22.05.2012;4.51;0.737044563;6.667;14;
NW_262500_24.03.2009;6.06;0.934119224;6.667;16;
NW_613101_09.07.2007;6;0.80905965;6.765;15g;
NW_265901_04.06.2007;7;0.934119224;6.818;17;
NW_540201_25.04.2012;7;0.846298536;6.842;14;
NW_265901_02.06.2005;7;0.934119224;6.897;17;
NW_253200_14.05.2008;6.91;0.556754625;6.923;14;
NW_549708_15.05.2008;5.34;0.826810689;7;14;
NW_314067_03.04.2009;6.78;0.917527302;7;18;
NW_686256_03.07.2012;6;0.800952929;7.059;15g;
NW_265901_26.06.2012;7;0.934119224;7.097;17;
NW_611402_24.07.2006;5.45;0.800952929;7.143;18;
NW_614208_17.08.2009;6;0.800952929;7.241;15g;
NW_540808_25.04.2012;6.37;0.846298536;7.273;14;
NW_141306_31.03.2009;6;0.869060443;7.308;17;
NW_686256_02.07.2009;6;0.800952929;7.333;15g;
NW_303239_08.06.2005;5.87;0.96651416;7.333;14;
NW_515103_14.05.2008;6;0.857038761;7.5;15g;
NW_516004_05.05.2004;6;0.832620504;7.5;15g;
NW_545200_05.06.2009;5.9;0.832620504;7.5;14;
NW_803935_27.05.2009;5.39;0.737044563;7.619;18;
NW_613101_25.06.2012;6;0.80905965;7.647;15g;
NW_303318_08.06.2005;6.63;0.58116973;7.647;14;
NW_801562_12.07.2005;7;0.737044563;7.647;15;
NW_137534_29.07.2008;4;0.878083978;7.692;17;
NW_803935_08.05.2012;5.39;0.737044563;7.692;18;
NW_809287_07.07.2009;5.76;0.737044563;7.714;14;
NW_607101_10.08.2009;6;0.80905965;7.714;15;
NW_302326_20.04.2007;5.53;0.96651416;7.778;14;
NW_545405_15.06.2009;4.84;0.832620504;7.778;14;
NW_263801_14.06.2006;2.83;0.934119224;7.778;16;
NW_140703_03.05.2012;5.78;0.869060443;7.778;16;
NW_686890_05.08.2009;7;0.800952929;7.778;18;
NW_544401_24.07.2012;7;0.832620504;7.895;14;
NW_144400_26.06.2007;4.61;0.900026694;7.917;16;
NW_516200_01.07.2008;5;0.826810689;8;15g;
NW_516107_05.05.2004;6;0.832620504;8;15g;
NW_540201_24.08.2006;7;0.846298536;8;14;
NW_501451_24.07.2008;3.25;0.826810689;8;14;
NW_809330_19.05.2009;7;0.737044563;8;14;
NW_611323_05.06.2007;6.89;0.800952929;8;18;
NW_802712_11.05.2009;6.78;0.737044563;8.182;14;
NW_143704_28.06.2012;3.91;0.900026694;8.214;16;
NW_141306_03.05.2012;6;0.869060443;8.214;17;
NW_686505_24.08.2006;6.32;0.846298536;8.235;14;
NW_265901_18.06.2009;7;0.934119224;8.261;17;
NW_303290_17.06.2005;7;0.58116973;8.333;14;
NW_544700_18.05.2009;5.59;0.832620504;8.333;14;
NW_238569_19.07.2006;7;0.917527302;8.333;17;
NW_259408_20.04.2012;7;0.556754625;8.333;18;
NW_619954_12.06.2008;3.78;0.98164955;8.333;18;
NW_144800_26.06.2012;7;0.900026694;8.519;16;
NW_610501_05.07.2006;5.79;0.766189595;8.529;14;
NW_516004_25.09.2007;6;0.832620504;8.571;15g;
NW_304530_13.10.2006;6.36;0.959002419;8.571;14;
NW_144400_04.04.2012;4.61;0.900026694;8.571;16;
NW_515802_14.08.2012;4;0.832620504;8.636;15g;
NW_546306_18.04.2007;5;0.826810689;8.75;14;
NW_808167_07.05.2008;6.84;0.766189595;8.75;18;
NW_143509_29.03.2012;6.37;0.900026694;8.8;16;
NW_303239_07.05.2008;5.87;0.96651416;8.824;14;
NW_607009_20.07.2006;4;0.80905965;8.889;18;
NW_685525_01.02.2007;7;0.857038761;8.947;14;
NW_514706_09.07.2012;7;0.846298536;9;15g;
NW_514408_14.05.2008;7;0.800952929;9;15g;
NW_686165_13.04.2012;7;0.846298536;9;14;
NW_611335_23.07.2008;5.57;0.800952929;9.048;18;
NW_143157_27.03.2012;3.68;0.900026694;9.062;16;
NW_516107_15.08.2012;6;0.832620504;9.091;15g;
NW_801999_15.04.2008;4;0.779488608;9.13;14;
NW_543408_11.04.2007;7;0.857038761;9.167;14;
NW_801562_15.07.2009;7;0.737044563;9.211;15;
NW_802396_02.06.2009;4.81;0.737044563;9.259;14;
NW_516200_15.08.2012;5;0.826810689;9.286;15g;
NW_303586_23.04.2008;7;0.96651416;9.286;14;
NW_801770_19.05.2009;6.51;0.737044563;9.355;14;
NW_540407_11.04.2012;7;0.846298536;9.375;14;
NW_686396_05.08.2009;6.02;0.800952929;9.375;18;
NW_540407_01.08.2006;7;0.846298536;9.412;14;
NW_801768_25.04.2012;2.4;0.737044563;9.412;14;
NW_549708_29.03.2012;5.34;0.826810689;9.474;14;
NW_138903_24.07.2006;7;0.917527302;9.474;17;
NW_611104_25.07.2006;6.04;0.80905965;9.5;18;
NW_801999_29.04.2009;4;0.779488608;9.524;14;
NW_143704_02.07.2009;3.91;0.900026694;9.545;16;
NW_514500_25.06.2008;7;0.800952929;9.565;15g;
NW_607010_17.06.2009;4;0.80905965;9.583;18;
NW_263801_21.03.2012;2.83;0.934119224;9.6;16;
NW_262705_06.03.2012;6.63;0.934119224;9.655;16;
NW_540602_29.06.2006;6.08;0.846298536;9.677;14;
NW_516200_25.09.2007;5;0.826810689;10;15g;
NW_514408_09.07.2012;7;0.800952929;10;15g;
NW_253054_27.06.2005;5.27;0.556754625;10;14;
NW_253200_21.06.2005;6.91;0.556754625;10;14;
NW_686372_19.06.2008;3.68;0.737044563;10;14;
NW_544401_28.03.2007;7;0.832620504;10;14;
NW_686505_25.04.2012;6.32;0.846298536;10;14;
NW_801707_25.05.2009;7;0.737044563;10;14;
NW_801781_20.06.2012;6.76;0.737044563;10;14;
NW_801963_05.05.2009;4;0.779488608;10;14;
NW_607101_25.07.2006;6;0.80905965;10;15;
NW_143509_08.04.2009;6.37;0.900026694;10;16;
NW_144800_29.06.2007;7;0.900026694;10;16;
NW_314080_03.04.2009;6.69;0.917527302;10;18;
NW_314080_05.06.2007;6.69;0.917527302;10;18;
NW_611402_18.06.2012;5.45;0.800952929;10;18;
NW_303318_19.05.2008;6.63;0.58116973;10.385;14;
NW_808416_19.05.2009;6.75;0.737044563;10.455;14;
NW_801616_27.04.2009;4.51;0.737044563;10.455;14;
NW_546008_26.05.2009;4;0.832620504;10.588;14;
NW_143704_20.05.2009;3.91;0.900026694;10.588;16;
NW_137558_03.04.2008;6;0.878083978;10.588;17;
NW_890078_20.06.2012;6.48;0.737044563;10.606;14;
NW_801781_14.06.2005;6.76;0.737044563;10.625;14;
NW_801380_07.05.2009;4;0.737044563;10.645;14;
NW_548200_03.05.2012;6;0.826810689;10.667;15;
NW_611323_06.08.2009;6.89;0.800952929;10.69;18;
NW_540900_24.04.2012;6.67;0.846298536;10.741;14;
NW_831359_04.08.2009;4;0.737044563;10.741;14;
NW_609304_03.05.2012;4;0.970142224;10.769;15;
NW_260484_17.03.2009;3.32;0.934119224;10.769;18;
NW_144800_30.06.2009;7;0.900026694;10.8;16;
NW_543408_25.07.2012;7;0.857038761;10.87;14;
NW_540602_25.04.2012;6.08;0.846298536;10.87;14;
NW_801768_19.05.2009;2.4;0.737044563;10.87;14;
NW_549605_29.03.2012;5.01;0.826810689;10.909;14;
NW_801823_23.06.2009;4.72;0.737044563;10.952;14;
NW_831347_02.06.2009;2.97;0.737044563;11;16;
NW_260605_09.06.2009;2.54;0.934119224;11.034;18;
NW_263450_19.05.2008;6.63;0.934119224;11.053;16;
NW_666208_30.04.2009;4.35;0.737044563;11.111;14;
NW_621080_11.06.2012;3.13;0.737044563;11.111;14;
NW_801562_04.07.2012;7;0.737044563;11.111;15;
NW_137704_28.05.2009;7;0.902049022;11.111;17;
NW_686396_20.06.2007;6.02;0.800952929;11.111;18;
NW_610525_22.05.2007;5.43;0.766189595;11.176;14;
NW_890078_14.06.2005;6.48;0.737044563;11.2;14;
NW_265202_08.06.2006;5.99;0.934119224;11.2;16;
NW_517800_22.08.2005;7;0.98164955;11.25;15;
NW_514706_14.05.2008;7;0.846298536;11.333;15g;
NW_802700_24.03.2009;4;0.779488608;11.333;14;
NW_226403_16.04.2012;4.72;0.556754625;11.379;14;
NW_613708_02.07.2009;5;0.800952929;11.429;15g;
NW_143704_09.05.2012;3.91;0.900026694;11.429;16;
NW_253856_24.04.2008;7;0.556754625;11.538;14;
NW_303320_08.06.2005;6.16;0.58116973;11.579;14;
NW_809007_27.04.2009;3.47;0.737044563;11.765;18;
NW_831270_17.07.2007;2.34;0.846298536;11.818;16;
NW_501580_12.07.2005;6;0.739792812;11.852;15;
NW_545405_05.07.2012;4.84;0.832620504;11.875;14;
NW_549605_30.04.2009;5.01;0.826810689;11.875;14;
NW_831189_11.04.2007;7;0.737044563;11.875;14;
NW_686268_03.05.2012;6;0.800952929;12;15g;
NW_801800_16.06.2009;6.51;0.737044563;12;14;
NW_226518_16.04.2012;6.81;0.56378671;12.083;14;
NW_607010_26.06.2006;4;0.80905965;12.105;18;
NW_808416_11.05.2009;6.75;0.737044563;12.143;14;
NW_263450_13.06.2006;6.63;0.934119224;12.174;16;
NW_226300_08.03.2012;3.95;0.56378671;12.222;14;
NW_549307_04.05.2009;7;0.737044563;12.222;14;
NW_144903_12.05.2009;6.79;0.900026694;12.222;16;
NW_686890_05.06.2007;7;0.800952929;12.222;18;
NW_546008_04.07.2012;4;0.832620504;12.5;14;
NW_544401_15.06.2009;7;0.832620504;12.5;14;
NW_791556_10.07.2008;4.18;0.874459481;12.5;14;
NW_607540_09.07.2008;3.3;0.766189595;12.5;14;
NW_801987_20.03.2012;4;0.779488608;12.5;14;
NW_801719_03.05.2004;2.05;0.737044563;12.5;14;
NW_517800_16.08.2006;7;0.98164955;12.5;15;
NW_501578_15.07.2009;7;0.737044563;12.5;15;
NW_143157_20.05.2009;3.68;0.900026694;12.5;16;
NW_254502_06.05.2009;7;0.556754625;12.5;18;
NW_802347_25.05.2009;2.04;0.737044563;12.564;16;
NW_618500_29.04.2004;3.43;0.98164955;12.609;18;
NW_609808_21.07.2006;6.94;0.800952929;12.609;18;
NW_686396_20.06.2012;6.02;0.800952929;12.609;18;
NW_547104_23.07.2012;6.06;0.832620504;12.632;14;
NW_557936_08.04.2008;3.33;0.972046993;12.727;14;
NW_686256_27.05.2008;6;0.800952929;12.759;15g;
NW_686165_16.08.2006;7;0.846298536;12.759;14;
NW_609808_22.05.2012;6.94;0.800952929;12.759;18;
NW_801999_20.03.2012;4;0.779488608;12.778;14;
NW_809639_19.05.2009;2.8;0.737044563;12.8;14;
NW_143029_27.06.2007;3.97;0.900026694;12.8;16;
NW_685744_29.06.2009;3.74;0.766189595;12.857;14;
NW_501580_13.04.2012;6;0.739792812;12.857;15;
NW_516107_15.05.2008;6;0.832620504;13;15g;
NW_540304_11.04.2012;6.87;0.846298536;13;18;
NW_831189_28.04.2009;7;0.737044563;13.077;14;
NW_549113_04.05.2009;3.67;0.737044563;13.182;14;
NW_548005_03.04.2007;3.89;0.826810689;13.182;14;
NW_685513_19.06.2008;3.9;0.846298536;13.333;14;
NW_686414_01.02.2007;5.74;0.857038761;13.333;18;
NW_802736_07.05.2009;3.91;0.737044563;13.5;14;
NW_606613_24.05.2012;6.16;0.80905965;13.5;18;
NW_501578_12.04.2012;7;0.737044563;13.529;15;
NW_685938_04.05.2009;4.13;0.737044563;13.548;14;
NW_545405_04.04.2007;4.84;0.832620504;13.571;14;
NW_265755_19.03.2009;5.73;0.934119224;13.571;16;
NW_606911_17.06.2009;4.8;0.80905965;13.571;18;
NW_515802_14.05.2009;4;0.832620504;13.636;15g;
NW_685938_23.08.2006;4.13;0.737044563;13.704;14;
NW_801379_07.06.2005;4;0.737044563;13.704;14;
NW_253704_24.04.2008;6.87;0.556754625;13.75;14;
NW_801800_16.04.2012;6.51;0.737044563;13.81;14;
NW_831311_16.10.2007;4;0.766189595;13.846;16;
NW_547104_16.04.2007;6.06;0.832620504;14;14;
NW_801987_31.03.2009;4;0.779488608;14;14;
NW_137005_14.06.2006;7;0.869060443;14;17;
NW_609304_19.06.2007;4;0.970142224;14.054;15;
NW_263450_15.03.2012;6.63;0.934119224;14.091;16;
NW_802384_06.03.2012;4;0.737044563;14.138;14;
NW_801963_20.03.2012;4;0.779488608;14.167;14;
NW_254502_12.07.2006;7;0.556754625;14.211;18;
NW_314080_02.07.2012;6.69;0.917527302;14.286;18;
NW_611323_19.06.2012;6.89;0.800952929;14.286;18;
NW_611335_06.08.2009;5.57;0.800952929;14.375;18;
NW_548704_10.04.2007;5.47;0.826810689;14.412;14;
NW_138356_12.05.2009;7;0.902049022;14.444;18;
NW_686890_20.06.2012;7;0.800952929;14.444;18;
NW_263801_19.03.2009;2.83;0.934119224;14.483;16;
NW_544700_04.04.2012;5.59;0.832620504;14.5;14;
NW_801653_30.04.2009;6.35;0.737044563;14.516;14;
NW_143157_28.06.2007;3.68;0.900026694;14.516;16;
NW_545703_04.07.2012;3.96;0.832620504;14.545;14;
NW_831359_06.05.2008;4;0.737044563;14.762;14;
NW_263450_23.03.2009;6.63;0.934119224;14.762;16;
NW_606613_27.06.2006;6.16;0.80905965;14.762;18;
NW_226300_11.03.2008;3.95;0.56378671;14.783;14;
NW_548686_12.05.2004;3.6;0.826810689;14.783;14;
NW_809330_28.04.2009;7;0.737044563;14.783;14;
NW_609304_05.06.2009;4;0.970142224;14.783;15;
NW_831347_28.03.2012;2.97;0.737044563;14.8;16;
NW_304761_12.04.2007;2.22;0.58116973;15;14;
NW_801823_07.05.2009;4.72;0.737044563;15;14;
NW_808374_04.06.2012;5.98;0.737044563;15;14;
NW_890078_25.05.2009;6.48;0.737044563;15;14;
NW_831359_07.05.2009;4;0.737044563;15.172;14;
NW_802347_05.06.2012;2.04;0.737044563;15.263;16;
NW_558266_18.05.2009;4.58;0.832620504;15.417;14;
NW_801653_12.03.2012;6.35;0.737044563;15.5;14;
NW_501580_16.07.2009;6;0.739792812;15.5;15;
NW_545200_05.07.2012;5.9;0.832620504;15.625;14;
NW_607009_15.06.2009;4;0.80905965;15.625;18;
NW_802013_11.04.2007;4;0.779488608;15.652;14;
NW_226403_18.04.2006;4.72;0.556754625;15.714;14;
NW_548686_20.04.2009;3.6;0.826810689;15.714;14;
NW_140703_11.06.2007;5.78;0.869060443;15.714;16;
NW_548005_16.04.2009;3.89;0.826810689;15.909;14;
NW_840040_02.06.2009;2;0.737044563;15.909;14;
NW_613400_27.05.2008;7;0.80905965;16;15g;
NW_545703_23.06.2009;3.96;0.832620504;16;14;
NW_685513_13.04.2012;3.9;0.846298536;16;14;
NW_548686_11.04.2012;3.6;0.826810689;16;14;
NW_808416_04.04.2012;6.75;0.737044563;16.087;14;
NW_621080_30.04.2009;3.13;0.737044563;16.154;14;
NW_612418_17.07.2008;4.15;0.874459481;16.154;14;
NW_801770_26.06.2012;6.51;0.737044563;16.19;14;
NW_253856_21.05.2007;7;0.556754625;16.25;14;
NW_558242_07.05.2008;4.38;0.599724244;16.25;14;
NW_548303_12.04.2012;3.4;0.826810689;16.25;14;
NW_140703_20.05.2009;5.78;0.869060443;16.25;16;
NW_607010_24.04.2012;4;0.80905965;16.25;18;
NW_228102_08.03.2012;7;0.54556297;16.364;14;
NW_808374_11.05.2009;5.98;0.737044563;16.364;14;
NW_548200_02.04.2009;6;0.826810689;16.522;15;
NW_558266_04.04.2012;4.58;0.832620504;16.538;14;
NW_613101_29.06.2009;6;0.80905965;16.667;15g;
NW_611104_14.06.2012;6.04;0.80905965;16.667;18;
NW_611335_19.06.2012;5.57;0.800952929;16.667;18;
NW_607617_22.05.2007;4;0.766189595;16.8;14;
NW_558266_13.04.2012;4.58;0.832620504;17.059;14;
NW_802384_27.04.2009;4;0.737044563;17.059;14;
NW_264258_24.03.2009;7;0.934119224;17.143;16;
NW_831347_01.07.2008;2.97;0.737044563;17.143;16;
NW_685641_18.06.2008;5.18;0.98164955;17.2;18;
NW_302053_23.04.2007;5.57;0.571861388;17.273;14;
NW_304621_13.10.2006;6.27;0.959002419;17.273;14;
NW_143029_02.04.2012;3.97;0.900026694;17.333;16;
NW_543550_12.05.2009;4.94;0.857038761;17.5;14;
NW_254502_19.04.2012;7;0.556754625;17.5;18;
NW_611104_18.05.2009;6.04;0.80905965;17.5;18;
NW_506126_05.06.2007;7;0.599724244;17.647;14;
NW_304505_09.10.2006;5.19;0.959002419;17.778;14;
NW_686372_04.05.2009;3.68;0.737044563;17.857;14;
NW_540304_01.08.2006;6.87;0.846298536;18;18;
NW_607009_24.04.2012;4;0.80905965;18.095;18;
NW_547104_22.06.2009;6.06;0.832620504;18.235;14;
NW_802396_25.04.2012;4.81;0.737044563;18.421;14;
NW_543548_12.05.2009;5.22;0.857038761;18.571;14;
NW_809007_13.03.2012;3.47;0.737044563;18.667;18;
NW_548005_11.04.2012;3.89;0.826810689;18.696;14;
NW_304943_04.04.2007;2.5;0.58116973;18.889;14;
NW_265202_19.03.2009;5.99;0.934119224;19.286;16;
NW_227006_02.03.2012;5.48;0.56378671;19.375;14;
NW_802700_04.04.2012;4;0.779488608;19.444;14;
NW_840040_01.04.2009;2;0.737044563;19.444;14;
NW_801756_19.05.2009;2.28;0.737044563;19.444;16;
NW_801628_27.04.2009;3.28;0.737044563;19.474;14;
NW_802906_11.05.2009;5.32;0.737044563;19.524;14;
NW_260605_06.03.2012;2.54;0.934119224;19.6;18;
NW_809639_20.03.2012;2.8;0.737044563;19.655;14;
NW_515024_24.10.2007;6;0.826810689;20;15g;
NW_226518_15.05.2008;6.81;0.56378671;20;14;
NW_302375_20.04.2007;4.25;0.571861388;20;14;
NW_304116_15.03.2007;2.88;0.58116973;20;14;
NW_304920_27.03.2007;2.54;0.58116973;20;14;
NW_304815_02.04.2007;6.37;0.58116973;20;14;
NW_549976_04.05.2004;1.13;0.599724244;20;14;
NW_549307_07.03.2012;7;0.737044563;20;14;
NW_548303_10.04.2007;3.4;0.826810689;20;14;
NW_807930_27.05.2009;4.92;0.737044563;20;14;
NW_801756_13.03.2012;2.28;0.737044563;20;16;
NW_606613_04.06.2009;6.16;0.80905965;20;18;
NW_143029_18.06.2009;3.97;0.900026694;20.417;16;
NW_618603_19.03.2007;3.26;0.98164955;20.5;18;
NW_686190_13.04.2012;3.52;0.846298536;20.526;14;
NW_831270_13.04.2012;2.34;0.846298536;20.588;16;
NW_802347_17.04.2012;2.04;0.737044563;20.909;16;
NW_320365_16.07.2008;7;0.58116973;21.111;14;
NW_544206_15.06.2009;5;0.832620504;21.333;14;
NW_304750_29.03.2007;4.49;0.58116973;21.429;14;
NW_606200_23.04.2012;4.98;0.80905965;21.429;14;
NW_544206_24.07.2012;5;0.832620504;21.579;14;
NW_840040_03.05.2004;2;0.737044563;21.667;14;
NW_616904_04.04.2006;3.49;0.98164955;21.739;18;
NW_144903_10.04.2012;6.79;0.900026694;21.818;16;
NW_262500_13.03.2012;6.06;0.934119224;22.143;16;
NW_260484_12.03.2012;3.32;0.934119224;22.143;18;
NW_228102_10.07.2006;7;0.54556297;22.222;14;
NW_253108_10.04.2008;5.46;0.556754625;22.5;14;
NW_809664_04.04.2012;2.93;0.779488608;22.5;14;
NW_606200_02.04.2009;4.98;0.80905965;22.667;14;
NW_607605_04.06.2007;4;0.766189595;22.857;14;
NW_543548_24.07.2012;5.22;0.857038761;23.333;14;
NW_506114_05.06.2007;6.23;0.599724244;23.571;14;
NW_320298_29.03.2007;5.08;0.58116973;23.636;14;
NW_147400_25.04.2012;7;0.902049022;23.75;18;
NW_809664_24.03.2009;2.93;0.779488608;23.846;14;
NW_807930_17.04.2012;4.92;0.737044563;24;14;
NW_226300_18.04.2006;3.95;0.56378671;25;14;
NW_809330_04.04.2012;7;0.737044563;25.833;14;
NW_606303_22.04.2012;6.36;0.80905965;27.2;14;
NW_685938_07.03.2012;4.13;0.737044563;27.368;14;
NW_549721_29.03.2012;3.33;0.826810689;27.692;14;
NW_606911_23.06.2012;4.8;0.80905965;28.182;18;
NW_548716_04.05.2009;6.88;0.826810689;28.889;14;
NW_549721_05.05.2009;3.33;0.826810689;31;14;
NW_801823_16.04.2012;4.72;0.737044563;31;14;
NW_304797_02.04.2007;5.34;0.58116973;31.429;14;
NW_501451_29.03.2012;3.25;0.826810689;35;14;
NW_548716_12.04.2012;6.88;0.826810689;36;14;
NW_227006_24.04.2006;5.48;0.56378671;43.333;14;
